Id;Segment;Country;Product;DiscountBand;UnitsSold;ManufacturingPrice;SalePrice;GrossSales;Discounts;Sales;COGS;Profit;Date;MonthNumber;MonthName;Year
539;Enterprise;Mexico;Carretera;High;2156.0;3.0;125.0;269500.0;32340.0;237160.0;258720.0;-21560.0;2014-10-01;10.0;October;2014.0
540;Midmarket;Canada;Carretera;High;2689.0;3.0;15.0;40335.0;4840.2;35494.8;26890.0;8604.800000000003;2014-11-01;11.0;November;2014.0
541;Midmarket;United States of America;Montana;High;677.0;5.0;15.0;10155.0;1218.6;8936.4;6770.0;2166.4;2014-03-01;3.0;March;2014.0
542;Small Business;France;Montana;High;1773.0;5.0;300.0;531900.0;63828.0;468072.0;443250.0;24822.0;2014-04-01;4.0;April;2014.0
543;Government;Mexico;Montana;High;2420.0;5.0;7.0;16940.0;2032.8;14907.2;12100.0;2807.200000000001;2014-09-01;9.0;September;2014.0
544;Government;Canada;Montana;High;2734.0;5.0;7.0;19138.0;2296.56;16841.44;13670.0;3171.4399999999987;2014-10-01;10.0;October;2014.0
545;Government;Mexico;Montana;High;1715.0;5.0;20.0;34300.0;4116.0;30184.0;17150.0;13034.0;2013-10-01;10.0;October;2013.0
546;Small Business;France;Montana;High;1186.0;5.0;300.0;355800.0;42696.0;313104.0;296500.0;16604.0;2013-12-01;12.0;December;2013.0
547;Small Business;United States of America;Paseo;High;3495.0;10.0;300.0;1048500.0;125820.0;922680.0;873750.0;48930.0;2014-01-01;1.0;January;2014.0
548;Government;Mexico;Paseo;High;886.0;10.0;350.0;310100.0;37212.0;272888.0;230360.0;42528.0;2014-06-01;6.0;June;2014.0
549;Enterprise;Mexico;Paseo;High;2156.0;10.0;125.0;269500.0;32340.0;237160.0;258720.0;-21560.0;2014-10-01;10.0;October;2014.0
550;Government;Mexico;Paseo;High;905.0;10.0;20.0;18100.0;2172.0;15928.0;9050.0;6878.0;2014-10-01;10.0;October;2014.0
551;Government;Mexico;Paseo;High;1715.0;10.0;20.0;34300.0;4116.0;30184.0;17150.0;13034.0;2013-10-01;10.0;October;2013.0
552;Government;France;Paseo;High;1594.0;10.0;350.0;557900.0;66948.0;490952.0;414440.0;76512.0;2014-11-01;11.0;November;2014.0
553;Small Business;Germany;Paseo;High;1359.0;10.0;300.0;407700.0;48924.0;358776.0;339750.0;19026.0;2014-11-01;11.0;November;2014.0
554;Small Business;Mexico;Paseo;High;2150.0;10.0;300.0;645000.0;77400.0;567600.0;537500.0;30100.0;2014-11-01;11.0;November;2014.0
555;Government;Mexico;Paseo;High;1197.0;10.0;350.0;418950.0;50274.0;368676.0;311220.0;57456.0;2014-11-01;11.0;November;2014.0
556;Midmarket;Mexico;Paseo;High;380.0;10.0;15.0;5700.0;684.0;5016.0;3800.0;1216.0;2013-12-01;12.0;December;2013.0
557;Government;Mexico;Paseo;High;1233.0;10.0;20.0;24660.0;2959.2;21700.8;12330.0;9370.8;2014-12-01;12.0;December;2014.0
558;Government;Mexico;Velo;High;1395.0;120.0;350.0;488250.0;58590.0;429660.0;362700.0;66960.0;2014-07-01;7.0;July;2014.0
559;Government;United States of America;Velo;High;986.0;120.0;350.0;345100.0;41412.0;303688.0;256360.0;47328.0;2014-10-01;10.0;October;2014.0
560;Government;Mexico;Velo;High;905.0;120.0;20.0;18100.0;2172.0;15928.0;9050.0;6878.0;2014-10-01;10.0;October;2014.0
561;Channel Partners;Canada;VTT;High;2109.0;250.0;12.0;25308.0;3036.96;22271.04;6327.0;15944.04;2014-05-01;5.0;May;2014.0
562;Midmarket;France;VTT;High;3874.5;250.0;15.0;58117.5;6974.0999999999985;51143.4;38745.0;12398.399999999998;2014-07-01;7.0;July;2014.0
563;Government;Canada;VTT;High;623.0;250.0;350.0;218050.0;26166.0;191884.0;161980.0;29904.0;2013-09-01;9.0;September;2013.0
564;Government;United States of America;VTT;High;986.0;250.0;350.0;345100.0;41412.0;303688.0;256360.0;47328.0;2014-10-01;10.0;October;2014.0
565;Enterprise;United States of America;VTT;High;2387.0;250.0;125.0;298375.0;35805.0;262570.0;286440.0;-23870.0;2014-11-01;11.0;November;2014.0
566;Government;Mexico;VTT;High;1233.0;250.0;20.0;24660.0;2959.2;21700.8;12330.0;9370.8;2014-12-01;12.0;December;2014.0
567;Government;United States of America;Amarilla;High;270.0;260.0;350.0;94500.0;11340.0;83160.0;70200.0;12960.0;2014-02-01;2.0;February;2014.0
568;Government;France;Amarilla;High;3421.5;260.0;7.0;23950.5;2874.06;21076.44;17107.5;3968.9399999999987;2014-07-01;7.0;July;2014.0
569;Government;Canada;Amarilla;High;2734.0;260.0;7.0;19138.0;2296.56;16841.44;13670.0;3171.4399999999987;2014-10-01;10.0;October;2014.0
570;Midmarket;United States of America;Amarilla;High;2548.0;260.0;15.0;38220.0;4586.4;33633.6;25480.0;8153.599999999998;2013-11-01;11.0;November;2013.0
571;Government;France;Carretera;High;2521.5;3.0;20.0;50430.0;6051.6;44378.4;25215.0;19163.4;2014-01-01;1.0;January;2014.0
572;Channel Partners;Mexico;Montana;High;2661.0;5.0;12.0;31932.0;3831.84;28100.16;7983.0;20117.16;2014-05-01;5.0;May;2014.0
573;Government;Germany;Paseo;High;1531.0;10.0;20.0;30620.0;3674.4;26945.6;15310.0;11635.6;2014-12-01;12.0;December;2014.0
574;Government;France;VTT;High;1491.0;250.0;7.0;10437.0;1252.44;9184.56;7455.0;1729.5599999999995;2014-03-01;3.0;March;2014.0
575;Government;Germany;VTT;High;1531.0;250.0;20.0;30620.0;3674.4;26945.6;15310.0;11635.6;2014-12-01;12.0;December;2014.0
576;Channel Partners;Canada;Amarilla;High;2761.0;260.0;12.0;33132.0;3975.84;29156.16;8283.0;20873.16;2013-09-01;9.0;September;2013.0
577;Midmarket;United States of America;Carretera;High;2567.0;3.0;15.0;38505.0;5005.65;33499.35;25670.0;7829.349999999998;2014-06-01;6.0;June;2014.0
578;Midmarket;United States of America;VTT;High;2567.0;250.0;15.0;38505.0;5005.65;33499.35;25670.0;7829.349999999998;2014-06-01;6.0;June;2014.0
579;Government;Canada;Carretera;High;923.0;3.0;350.0;323050.0;41996.5;281053.5;239980.0;41073.5;2014-03-01;3.0;March;2014.0
580;Government;France;Carretera;High;1790.0;3.0;350.0;626500.0;81445.0;545055.0;465400.0;79655.0;2014-03-01;3.0;March;2014.0
581;Government;Germany;Carretera;High;442.0;3.0;20.0;8840.0;1149.2;7690.8;4420.0;3270.8;2013-09-01;9.0;September;2013.0
582;Government;United States of America;Montana;High;982.5;5.0;350.0;343875.0;44703.75;299171.25;255450.0;43721.25;2014-01-01;1.0;January;2014.0
583;Government;United States of America;Montana;High;1298.0;5.0;7.0;9086.0;1181.18;7904.82;6490.0;1414.8199999999995;2014-02-01;2.0;February;2014.0
584;Channel Partners;Mexico;Montana;High;604.0;5.0;12.0;7248.0;942.24;6305.76;1812.0;4493.76;2014-06-01;6.0;June;2014.0
585;Government;Mexico;Montana;High;2255.0;5.0;20.0;45100.0;5863.0;39237.0;22550.0;16687.0;2014-07-01;7.0;July;2014.0
586;Government;Canada;Montana;High;1249.0;5.0;20.0;24980.0;3247.4;21732.6;12490.0;9242.6;2014-10-01;10.0;October;2014.0
587;Government;United States of America;Paseo;High;1438.5;10.0;7.0;10069.5;1309.035;8760.465;7192.5;1567.9649999999995;2014-01-01;1.0;January;2014.0
588;Small Business;Germany;Paseo;High;807.0;10.0;300.0;242100.0;31473.0;210627.0;201750.0;8877.0;2014-01-01;1.0;January;2014.0
589;Government;United States of America;Paseo;High;2641.0;10.0;20.0;52820.0;6866.6;45953.4;26410.0;19543.4;2014-02-01;2.0;February;2014.0
590;Government;Germany;Paseo;High;2708.0;10.0;20.0;54160.0;7040.8;47119.2;27080.0;20039.2;2014-02-01;2.0;February;2014.0
591;Government;Canada;Paseo;High;2632.0;10.0;350.0;921200.0;119756.0;801444.0;684320.0;117124.0;2014-06-01;6.0;June;2014.0
592;Enterprise;Canada;Paseo;High;1583.0;10.0;125.0;197875.0;25723.75;172151.25;189960.0;-17808.75;2014-06-01;6.0;June;2014.0
593;Channel Partners;Mexico;Paseo;High;571.0;10.0;12.0;6852.0;890.76;5961.24;1713.0;4248.24;2014-07-01;7.0;July;2014.0
594;Government;France;Paseo;High;2696.0;10.0;7.0;18872.0;2453.36;16418.64;13480.0;2938.6399999999994;2014-08-01;8.0;August;2014.0
595;Midmarket;Canada;Paseo;High;1565.0;10.0;15.0;23475.0;3051.75;20423.25;15650.0;4773.25;2014-10-01;10.0;October;2014.0
596;Government;Canada;Paseo;High;1249.0;10.0;20.0;24980.0;3247.4;21732.6;12490.0;9242.6;2014-10-01;10.0;October;2014.0
597;Government;Germany;Paseo;High;357.0;10.0;350.0;124950.0;16243.5;108706.5;92820.0;15886.5;2014-11-01;11.0;November;2014.0
598;Channel Partners;Germany;Paseo;High;1013.0;10.0;12.0;12156.0;1580.28;10575.72;3039.0;7536.7199999999975;2014-12-01;12.0;December;2014.0
599;Midmarket;France;Velo;High;3997.5;120.0;15.0;59962.5;7795.125;52167.375;39975.0;12192.375;2014-01-01;1.0;January;2014.0
600;Government;Canada;Velo;High;2632.0;120.0;350.0;921200.0;119756.0;801444.0;684320.0;117124.0;2014-06-01;6.0;June;2014.0
601;Government;France;Velo;High;1190.0;120.0;7.0;8330.0;1082.9;7247.1;5950.0;1297.1000000000004;2014-06-01;6.0;June;2014.0
602;Channel Partners;Mexico;Velo;High;604.0;120.0;12.0;7248.0;942.24;6305.76;1812.0;4493.76;2014-06-01;6.0;June;2014.0
603;Midmarket;Germany;Velo;High;660.0;120.0;15.0;9900.0;1287.0;8613.0;6600.0;2013.0;2013-09-01;9.0;September;2013.0
604;Channel Partners;Mexico;Velo;High;410.0;120.0;12.0;4920.0;639.6;4280.4;1230.0;3050.4;2014-10-01;10.0;October;2014.0
605;Small Business;Mexico;Velo;High;2605.0;120.0;300.0;781500.0;101595.0;679905.0;651250.0;28655.0;2013-11-01;11.0;November;2013.0
606;Channel Partners;Germany;Velo;High;1013.0;120.0;12.0;12156.0;1580.28;10575.72;3039.0;7536.7199999999975;2014-12-01;12.0;December;2014.0
607;Enterprise;Canada;VTT;High;1583.0;250.0;125.0;197875.0;25723.75;172151.25;189960.0;-17808.75;2014-06-01;6.0;June;2014.0
608;Midmarket;Canada;VTT;High;1565.0;250.0;15.0;23475.0;3051.75;20423.25;15650.0;4773.25;2014-10-01;10.0;October;2014.0
609;Enterprise;Canada;Amarilla;High;1659.0;260.0;125.0;207375.0;26958.75;180416.25;199080.0;-18663.75;2014-01-01;1.0;January;2014.0
610;Government;France;Amarilla;High;1190.0;260.0;7.0;8330.0;1082.9;7247.1;5950.0;1297.1000000000004;2014-06-01;6.0;June;2014.0
611;Channel Partners;Mexico;Amarilla;High;410.0;260.0;12.0;4920.0;639.6;4280.4;1230.0;3050.4;2014-10-01;10.0;October;2014.0
612;Channel Partners;Germany;Amarilla;High;1770.0;260.0;12.0;21240.0;2761.2;18478.8;5310.0;13168.8;2013-12-01;12.0;December;2013.0
613;Government;Mexico;Carretera;High;2579.0;3.0;20.0;51580.0;7221.2;44358.8;25790.0;18568.800000000007;2014-04-01;4.0;April;2014.0
614;Government;United States of America;Carretera;High;1743.0;3.0;20.0;34860.0;4880.4;29979.6;17430.0;12549.6;2014-05-01;5.0;May;2014.0
615;Government;United States of America;Carretera;High;2996.0;3.0;7.0;20972.0;2936.08;18035.92;14980.0;3055.9199999999987;2013-10-01;10.0;October;2013.0
616;Government;Germany;Carretera;High;280.0;3.0;7.0;1960.0;274.4;1685.6;1400.0;285.5999999999999;2014-12-01;12.0;December;2014.0
617;Government;France;Montana;High;293.0;5.0;7.0;2051.0;287.14;1763.86;1465.0;298.8600000000001;2014-02-01;2.0;February;2014.0
618;Government;United States of America;Montana;High;2996.0;5.0;7.0;20972.0;2936.08;18035.92;14980.0;3055.9199999999987;2013-10-01;10.0;October;2013.0
619;Midmarket;Germany;Paseo;High;278.0;10.0;15.0;4170.0;583.8;3586.2;2780.0;806.1999999999997;2014-02-01;2.0;February;2014.0
620;Government;Canada;Paseo;High;2428.0;10.0;20.0;48560.0;6798.4;41761.6;24280.0;17481.6;2014-03-01;3.0;March;2014.0
621;Midmarket;United States of America;Paseo;High;1767.0;10.0;15.0;26505.0;3710.7;22794.3;17670.0;5124.299999999998;2014-09-01;9.0;September;2014.0
622;Channel Partners;France;Paseo;High;1393.0;10.0;12.0;16716.0;2340.24;14375.76;4179.0;10196.76;2014-10-01;10.0;October;2014.0
623;Government;Germany;VTT;High;280.0;250.0;7.0;1960.0;274.4;1685.6;1400.0;285.5999999999999;2014-12-01;12.0;December;2014.0
624;Channel Partners;France;Amarilla;High;1393.0;260.0;12.0;16716.0;2340.24;14375.76;4179.0;10196.76;2014-10-01;10.0;October;2014.0
625;Channel Partners;United States of America;Amarilla;High;2015.0;260.0;12.0;24180.0;3385.2;20794.8;6045.0;14749.8;2013-12-01;12.0;December;2013.0
626;Small Business;Mexico;Carretera;High;801.0;3.0;300.0;240300.0;33642.0;206658.0;200250.0;6408.0;2014-07-01;7.0;July;2014.0
627;Enterprise;France;Carretera;High;1023.0;3.0;125.0;127875.0;17902.5;109972.5;122760.0;-12787.5;2013-09-01;9.0;September;2013.0
628;Small Business;Canada;Carretera;High;1496.0;3.0;300.0;448800.0;62832.0;385968.0;374000.0;11968.0;2014-10-01;10.0;October;2014.0
629;Small Business;United States of America;Carretera;High;1010.0;3.0;300.0;303000.0;42420.0;260580.0;252500.0;8080.0;2014-10-01;10.0;October;2014.0
630;Midmarket;Germany;Carretera;High;1513.0;3.0;15.0;22695.0;3177.3;19517.7;15130.0;4387.700000000002;2014-11-01;11.0;November;2014.0
631;Midmarket;Canada;Carretera;High;2300.0;3.0;15.0;34500.0;4830.0;29670.0;23000.0;6670.0;2014-12-01;12.0;December;2014.0
632;Enterprise;Mexico;Carretera;High;2821.0;3.0;125.0;352625.0;49367.5;303257.5;338520.0;-35262.5;2013-12-01;12.0;December;2013.0
633;Government;Canada;Montana;High;2227.5;5.0;350.0;779625.0;109147.5;670477.5;579150.0;91327.5;2014-01-01;1.0;January;2014.0
634;Government;Germany;Montana;High;1199.0;5.0;350.0;419650.0;58751.0;360899.0;311740.0;49159.0;2014-04-01;4.0;April;2014.0
635;Government;Canada;Montana;High;200.0;5.0;350.0;70000.0;9800.0;60200.0;52000.0;8200.0;2014-05-01;5.0;May;2014.0
636;Government;Canada;Montana;High;388.0;5.0;7.0;2716.0;380.24;2335.76;1940.0;395.76000000000016;2014-09-01;9.0;September;2014.0
637;Government;Mexico;Montana;High;1727.0;5.0;7.0;12089.0;1692.46;10396.54;8635.0;1761.5400000000006;2013-10-01;10.0;October;2013.0
638;Midmarket;Canada;Montana;High;2300.0;5.0;15.0;34500.0;4830.0;29670.0;23000.0;6670.0;2014-12-01;12.0;December;2014.0
639;Government;Mexico;Paseo;High;260.0;10.0;20.0;5200.0;728.0;4472.0;2600.0;1872.0;2014-02-01;2.0;February;2014.0
640;Midmarket;Canada;Paseo;High;2470.0;10.0;15.0;37050.0;5187.0;31863.0;24700.0;7163.0;2013-09-01;9.0;September;2013.0
641;Midmarket;Canada;Paseo;High;1743.0;10.0;15.0;26145.0;3660.3;22484.7;17430.0;5054.700000000002;2013-10-01;10.0;October;2013.0
642;Channel Partners;United States of America;Paseo;High;2914.0;10.0;12.0;34968.0;4895.52;30072.48;8742.0;21330.48;2014-10-01;10.0;October;2014.0
643;Government;France;Paseo;High;1731.0;10.0;7.0;12117.0;1696.38;10420.62;8655.0;1765.619999999999;2014-10-01;10.0;October;2014.0
644;Government;Canada;Paseo;High;700.0;10.0;350.0;245000.0;34300.0;210700.0;182000.0;28700.0;2014-11-01;11.0;November;2014.0
645;Channel Partners;Canada;Paseo;High;2222.0;10.0;12.0;26664.0;3732.96;22931.04;6666.0;16265.04;2013-11-01;11.0;November;2013.0
646;Government;United States of America;Paseo;High;1177.0;10.0;350.0;411950.0;57673.0;354277.0;306020.0;48257.0;2014-11-01;11.0;November;2014.0
647;Government;France;Paseo;High;1922.0;10.0;350.0;672700.0;94178.0;578522.0;499720.0;78802.0;2013-11-01;11.0;November;2013.0
648;Enterprise;Mexico;Velo;High;1575.0;120.0;125.0;196875.0;27562.5;169312.5;189000.0;-19687.5;2014-02-01;2.0;February;2014.0
649;Government;United States of America;Velo;High;606.0;120.0;20.0;12120.0;1696.8000000000006;10423.2;6060.0;4363.200000000002;2014-04-01;4.0;April;2014.0
650;Small Business;United States of America;Velo;High;2460.0;120.0;300.0;738000.0;103320.0;634680.0;615000.0;19680.0;2014-07-01;7.0;July;2014.0
651;Small Business;Canada;Velo;High;269.0;120.0;300.0;80700.0;11298.0;69402.0;67250.0;2152.0;2013-10-01;10.0;October;2013.0
652;Small Business;Germany;Velo;High;2536.0;120.0;300.0;760800.0;106512.0;654288.0;634000.0;20288.0;2013-11-01;11.0;November;2013.0
653;Government;Mexico;VTT;High;2903.0;250.0;7.0;20321.0;2844.94;17476.06;14515.0;2961.0600000000013;2014-03-01;3.0;March;2014.0
654;Small Business;United States of America;VTT;High;2541.0;250.0;300.0;762300.0;106722.0;655578.0;635250.0;20328.0;2014-08-01;8.0;August;2014.0
655;Small Business;Canada;VTT;High;269.0;250.0;300.0;80700.0;11298.0;69402.0;67250.0;2152.0;2013-10-01;10.0;October;2013.0
656;Small Business;Canada;VTT;High;1496.0;250.0;300.0;448800.0;62832.0;385968.0;374000.0;11968.0;2014-10-01;10.0;October;2014.0
657;Small Business;United States of America;VTT;High;1010.0;250.0;300.0;303000.0;42420.0;260580.0;252500.0;8080.0;2014-10-01;10.0;October;2014.0
658;Government;France;VTT;High;1281.0;250.0;350.0;448350.0;62769.0;385581.0;333060.0;52521.0;2013-12-01;12.0;December;2013.0
659;Small Business;Canada;Amarilla;High;888.0;260.0;300.0;266400.0;37296.0;229104.0;222000.0;7104.0;2014-03-01;3.0;March;2014.0
660;Enterprise;United States of America;Amarilla;High;2844.0;260.0;125.0;355500.0;49770.0;305730.0;341280.0;-35550.0;2014-05-01;5.0;May;2014.0
661;Channel Partners;France;Amarilla;High;2475.0;260.0;12.0;29700.0;4158.0;25542.0;7425.0;18117.0;2014-08-01;8.0;August;2014.0
662;Midmarket;Canada;Amarilla;High;1743.0;260.0;15.0;26145.0;3660.3;22484.7;17430.0;5054.700000000002;2013-10-01;10.0;October;2013.0
663;Channel Partners;United States of America;Amarilla;High;2914.0;260.0;12.0;34968.0;4895.52;30072.48;8742.0;21330.48;2014-10-01;10.0;October;2014.0
664;Government;France;Amarilla;High;1731.0;260.0;7.0;12117.0;1696.38;10420.62;8655.0;1765.619999999999;2014-10-01;10.0;October;2014.0
665;Government;Mexico;Amarilla;High;1727.0;260.0;7.0;12089.0;1692.46;10396.54;8635.0;1761.5400000000006;2013-10-01;10.0;October;2013.0
666;Midmarket;Mexico;Amarilla;High;1870.0;260.0;15.0;28050.0;3927.0;24123.0;18700.0;5423.0;2013-11-01;11.0;November;2013.0
667;Enterprise;France;Carretera;High;1174.0;3.0;125.0;146750.0;22012.5;124737.5;140880.0;-16142.5;2014-08-01;8.0;August;2014.0
668;Enterprise;Germany;Carretera;High;2767.0;3.0;125.0;345875.0;51881.25;293993.75;332040.0;-38046.25;2014-08-01;8.0;August;2014.0
669;Enterprise;Germany;Carretera;High;1085.0;3.0;125.0;135625.0;20343.75;115281.25;130200.0;-14918.75;2014-10-01;10.0;October;2014.0
670;Small Business;Mexico;Montana;High;546.0;5.0;300.0;163800.0;24570.0;139230.0;136500.0;2730.0;2014-10-01;10.0;October;2014.0
671;Government;Germany;Paseo;High;1158.0;10.0;20.0;23160.0;3474.0;19686.0;11580.0;8106.0;2014-03-01;3.0;March;2014.0
672;Midmarket;Canada;Paseo;High;1614.0;10.0;15.0;24210.0;3631.5;20578.5;16140.0;4438.5;2014-04-01;4.0;April;2014.0
673;Government;Mexico;Paseo;High;2535.0;10.0;7.0;17745.0;2661.75;15083.25;12675.0;2408.25;2014-04-01;4.0;April;2014.0
674;Government;Mexico;Paseo;High;2851.0;10.0;350.0;997850.0;149677.5;848172.5;741260.0;106912.5;2014-05-01;5.0;May;2014.0
675;Midmarket;Canada;Paseo;High;2559.0;10.0;15.0;38385.0;5757.75;32627.25;25590.0;7037.25;2014-08-01;8.0;August;2014.0
676;Government;United States of America;Paseo;High;267.0;10.0;20.0;5340.0;801.0;4539.0;2670.0;1869.0;2013-10-01;10.0;October;2013.0
677;Enterprise;Germany;Paseo;High;1085.0;10.0;125.0;135625.0;20343.75;115281.25;130200.0;-14918.75;2014-10-01;10.0;October;2014.0
678;Midmarket;Germany;Paseo;High;1175.0;10.0;15.0;17625.0;2643.75;14981.25;11750.0;3231.25;2014-10-01;10.0;October;2014.0
679;Government;United States of America;Paseo;High;2007.0;10.0;350.0;702450.0;105367.5;597082.5;521820.0;75262.5;2013-11-01;11.0;November;2013.0
680;Government;Mexico;Paseo;High;2151.0;10.0;350.0;752850.0;112927.5;639922.5;559260.0;80662.5;2013-11-01;11.0;November;2013.0
681;Channel Partners;United States of America;Paseo;High;914.0;10.0;12.0;10968.0;1645.2;9322.8;2742.0;6580.799999999997;2014-12-01;12.0;December;2014.0
682;Government;France;Paseo;High;293.0;10.0;20.0;5860.0;879.0;4981.0;2930.0;2051.0;2014-12-01;12.0;December;2014.0
683;Channel Partners;Mexico;Velo;High;500.0;120.0;12.0;6000.0;900.0;5100.0;1500.0;3600.0;2014-03-01;3.0;March;2014.0
684;Midmarket;France;Velo;High;2826.0;120.0;15.0;42390.0;6358.5;36031.5;28260.0;7771.5;2014-05-01;5.0;May;2014.0
685;Enterprise;France;Velo;High;663.0;120.0;125.0;82875.0;12431.25;70443.75;79560.0;-9116.25;2014-09-01;9.0;September;2014.0
686;Small Business;United States of America;Velo;High;2574.0;120.0;300.0;772200.0;115830.0;656370.0;643500.0;12870.0;2013-11-01;11.0;November;2013.0
687;Enterprise;United States of America;Velo;High;2438.0;120.0;125.0;304750.0;45712.5;259037.5;292560.0;-33522.5;2013-12-01;12.0;December;2013.0
688;Channel Partners;United States of America;Velo;High;914.0;120.0;12.0;10968.0;1645.2;9322.8;2742.0;6580.799999999997;2014-12-01;12.0;December;2014.0
689;Government;Canada;VTT;High;865.5;250.0;20.0;17310.0;2596.5;14713.5;8655.0;6058.5;2014-07-01;7.0;July;2014.0
690;Midmarket;Germany;VTT;High;492.0;250.0;15.0;7380.0;1107.0;6273.0;4920.0;1353.0;2014-07-01;7.0;July;2014.0
691;Government;United States of America;VTT;High;267.0;250.0;20.0;5340.0;801.0;4539.0;2670.0;1869.0;2013-10-01;10.0;October;2013.0
692;Midmarket;Germany;VTT;High;1175.0;250.0;15.0;17625.0;2643.75;14981.25;11750.0;3231.25;2014-10-01;10.0;October;2014.0
693;Enterprise;Canada;VTT;High;2954.0;250.0;125.0;369250.0;55387.5;313862.5;354480.0;-40617.5;2013-11-01;11.0;November;2013.0
694;Enterprise;Germany;VTT;High;552.0;250.0;125.0;69000.0;10350.0;58650.0;66240.0;-7590.0;2014-11-01;11.0;November;2014.0
695;Government;France;VTT;High;293.0;250.0;20.0;5860.0;879.0;4981.0;2930.0;2051.0;2014-12-01;12.0;December;2014.0
696;Small Business;France;Amarilla;High;2475.0;260.0;300.0;742500.0;111375.0;631125.0;618750.0;12375.0;2014-03-01;3.0;March;2014.0
697;Small Business;Mexico;Amarilla;High;546.0;260.0;300.0;163800.0;24570.0;139230.0;136500.0;2730.0;2014-10-01;10.0;October;2014.0
698;Government;Mexico;Montana;High;1368.0;5.0;7.0;9576.0;1436.4;8139.6;6840.0;1299.6000000000004;2014-02-01;2.0;February;2014.0
699;Government;Canada;Paseo;High;723.0;10.0;7.0;5061.0;759.1500000000003;4301.85;3615.0;686.8500000000001;2014-04-01;4.0;April;2014.0
700;Channel Partners;United States of America;VTT;High;1806.0;250.0;12.0;21672.0;3250.8;18421.2;5418.0;13003.2;2014-05-01;5.0;May;2014.0
701;Science;Finland;Montana;Green;2994.0;85.0;144.5;12090.0;16.06;19194.0;8463.0;4326.33;2014-12-27;12.0;December;2014.0
